codePeril,nomPeril,dateArrete,dateParutionJO,codeNOR,codeInseePole,codeArrete
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Secousse Sismique",13-06-2007,15-06-2007,IOCE0755244A,,420
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Secousse Sismique",12-06-2007,14-06-2007,IOCE0756782A,,421
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",24-04-2007,04-05-2007,INTE0752853A,,418
,Sécheresse,24-04-2007,04-05-2007,INTE0752869A,,419
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Vents Cycloniques",23-03-2007,28-03-2007,INTE0700250A,,415
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Secousse Sismique",23-03-2007,01-04-2007,INTE0700193A,,416
,Sécheresse,23-03-2007,01-04-2007,INTE0700194A,,417
,Inondations et/ou Coulées de Boue,22-02-2007,10-03-2007,INTE0700065A,,413
,Sécheresse,22-02-2007,10-03-2007,INTE0700066A,,414
,Sécheresse,15-01-2007,25-01-2007,INTE0700036A,,411
,Inondations et/ou Coulées de Boue,15-01-2007,25-01-2007,INTE0700035A,,412
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",19-12-2006,04-01-2007,INTE0601033A,,410
,Sécheresse,01-12-2006,07-12-2006,INTE0600953A,,408
,Inondations et/ou Coulées de Boue,01-12-2006,08-12-2006,INTE0600952A,,409
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Secousse Sismique",10-11-2006,23-11-2006,INTE0600904A,,406
,Sécheresse,10-11-2006,23-11-2006,INTE0600905A,,407
,Inondations et/ou Coulées de Boue,03-08-2006,24-08-2006,INTE0600632A,,404
,Sécheresse,03-08-2006,24-08-2006,INTE0600633A,,405
,Sécheresse,27-07-2006,08-08-2006,INTE0600617A,,402
,"Inondations et/ou Coulées de Boue, Lave Torrentielle, Mouvement de Terrain",27-07-2006,08-08-2006,INTE0600618A,,403
,Sécheresse,16-06-2006,14-07-2006,INTE0600495A,,400
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Mouvement de Terrain",16-06-2006,14-07-2006,INTE0600494A,,401
,Sécheresse,05-05-2006,14-05-2006,INTE0600434A,,398
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",05-05-2006,14-05-2006,INTE0600433A,,399
,"Avalanche, Inondations et/ou Coulées de Boue, Mouvement de Terrain",11-04-2006,22-04-2006,INTE0600186A,,397
,Sécheresse,30-03-2006,02-04-2006,INTE0600185A,,396
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",02-03-2006,11-03-2006,INTE0600133A,,394
,Sécheresse,02-03-2006,11-03-2006,INTE0600132A,,395
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",16-02-2006,28-02-2006,INTE0600098A,,393
,Sécheresse,06-02-2006,14-02-2006,INTE0600097A,,392
,Sécheresse,09-01-2006,22-01-2006,INTE0500891A,,390
,Sécheresse,09-01-2006,22-01-2006,INTE0600037A,,391
,"Inondations et/ou Coulées de Boue, Lave Torrentielle",03-01-2006,10-01-2006,INTE0600004A,,389
,Sécheresse,20-12-2005,31-12-2005,INTE0500892A,,388
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",16-12-2005,30-12-2005,INTE0500890A,,387
,Sécheresse,22-11-2005,13-12-2005,INTE0500808A,,385
,Sécheresse,22-11-2005,16-12-2005,INTE0500809A,,386
,Inondations et/ou Coulées de Boue,08-11-2005,24-11-2005,INTE0500741A,,383
,Inondations et/ou Coulées de Boue,08-11-2005,24-11-2005,INTE0500742A,,384
,Inondations et/ou Coulées de Boue,10-10-2005,14-10-2005,INTE0500698A,,382
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",06-10-2005,14-10-2005,INTE0500697A,,381
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Mouvement de Terrain",23-09-2005,08-10-2005,INTE0500537A,,380
,"Inondations et/ou Coulées de Boue, Secousse Sismique",02-08-2005,10-08-2005,INTE0500532A,,378
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Secousse Sismique",02-08-2005,10-08-2005,INTE0500534A,,379
,Sécheresse,27-05-2005,31-05-2005,INTE0500170A,,375
,Sécheresse,27-05-2005,31-05-2005,INTE0500218A,,376
,Sécheresse,27-05-2005,31-05-2005,INTE0500305A,,377
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",16-05-2005,31-05-2005,INTE0500304A,,374
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Secousse Sismique",29-04-2005,18-05-2005,INTE0500217A,,373
,"Inondations et/ou Coulées de Boue, Sécheresse",15-04-2005,23-04-2005,INTE0500053A,,366
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain, Raz de Marée, Secousse Sismique",15-04-2005,03-05-2005,INTE0500145A,,372
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",04-02-2005,20-02-2005,INTE0500064A,,365
,"Inondations et/ou Coulées de Boue, Secousse Sismique",11-01-2005,15-01-2005,INTE0400911A,,358
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",11-01-2005,15-01-2005,INTE0400864A,,359
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain, Secousse Sismique",11-01-2005,15-01-2005,INTE0400802A,,360
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Secousse Sismique",11-01-2005,15-01-2005,INTE0400697A,,361
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Secousse Sismique",11-01-2005,15-01-2005,INTE0400775A,,362
,Sécheresse,11-01-2005,01-02-2005,INTE0400918A,,363
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",11-01-2005,01-02-2005,INTE0500017A,,364
,Sécheresse,25-08-2004,26-08-2004,INTE0400656A,,289
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",13-08-2004,17-08-2004,INTE0400513A,,288
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse",15-06-2004,07-07-2004,INTE0400472A,,286
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",21-05-2004,09-06-2004,INTE0400285A,,37
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse",11-05-2004,23-05-2004,INTE0400220A,,285
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Secousse Sismique",05-03-2004,20-03-2004,INTE0400157A,,277
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse",05-02-2004,26-02-2004,INTE0400080A,,282
,Inondations et/ou Coulées de Boue,27-01-2004,13-02-2004,INTE0400018A,,287
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",19-12-2003,20-12-2003,INTE0300789A,,284
,Inondations et/ou Coulées de Boue,12-12-2003,13-12-2003,INTE0300740A,,283
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse, Secousse Sismique",03-12-2003,20-12-2003,INTE0300708A,,261
,Sécheresse,02-12-2003,12-12-2003,INTE0300726A,,281
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain, Secousse Sismique",17-11-2003,30-11-2003,INTE0300648A,,280
,Sécheresse,28-10-2003,14-11-2003,INTE0300575A,,251
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse, Secousse Sismique",03-10-2003,19-10-2003,INTE0300592A,,276
,Sécheresse,07-08-2003,17-08-2003,INTE0300480A,,279
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Secousse Sismique",29-07-2003,02-08-2003,INTE0300415A,,275
,Sécheresse,08-07-2003,26-07-2003,INTE0300377A,,278
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Secousse Sismique",26-06-2003,27-06-2003,INTE0300360A,,272
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse, Secousse Sismique",19-06-2003,27-06-2003,INTE0300301A,,250
,"Avalanche, Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse",30-04-2003,22-05-2003,INTE0300234A,,271
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",02-04-2003,18-04-2003,INTE0300183A,,252
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",24-02-2003,09-03-2003,INTE0300095A,,268
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",23-01-2003,07-02-2003,INTE0300039A,,274
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",17-01-2003,24-01-2003,INTE0200700A,,270
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse",17-12-2002,08-01-2003,INTE0200650A,,263
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse",29-10-2002,09-11-2002,INTE0200563A,,238
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",29-10-2002,10-11-2002,INTE0200571A,,266
,Inondations et/ou Coulées de Boue,19-09-2002,20-09-2002,INTE0200523A,,269
,Inondations et/ou Coulées de Boue,06-09-2002,12-09-2002,INTE0200491A,,259
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse",01-08-2002,22-08-2002,INTE0200389A,,257
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",01-08-2002,23-08-2002,INTE0200414A,,262
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",04-07-2002,24-07-2002,INTE0200274A,,254
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse",30-04-2002,05-05-2002,INTE0200208A,,267
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",26-04-2002,05-05-2002,INTE0200199A,,247
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Vents Cycloniques",08-04-2002,18-04-2002,INTE0200152A,,265
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",12-03-2002,28-03-2002,INTE0200119A,,214
,Inondations et/ou Coulées de Boue,12-03-2002,17-03-2002,INTE0200088A,,260
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",27-02-2002,16-03-2002,INTE0200080A,,245
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Vents Cycloniques",05-02-2002,08-02-2002,INTE0200056A,,264
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",23-01-2002,09-02-2002,INTE0200011A,,242
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse",27-12-2001,18-01-2002,INTE0100760A,,249
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",03-12-2001,19-12-2001,INTE0100678A,,258
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse",15-11-2001,01-12-2001,INTE0100649A,,21
,Inondations et/ou Coulées de Boue,15-11-2001,25-11-2001,INTE0100634A,,256
,Sécheresse,09-10-2001,04-11-2001,INTE0100576A,,253
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe",09-10-2001,27-10-2001,INTE0100523A,,255
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse",29-08-2001,26-09-2001,INTE0100513A,,240
,Inondations et/ou Coulées de Boue,06-08-2001,11-08-2001,INTE0100460A,,246
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",19-07-2001,29-07-2001,INTE0100415A,,233
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse",06-07-2001,18-07-2001,INTE0100409A,,248
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",29-05-2001,14-06-2001,INTE0100227A,,126
,Sécheresse,29-05-2001,06-06-2001,INTE0100304A,,237
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",27-04-2001,28-04-2001,INTE0100232A,,244
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe",26-04-2001,27-04-2001,INTE0100225A,,243
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Mouvement de Terrain",03-04-2001,22-04-2001,INTE0100178A,,241
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Mouvement de Terrain",06-03-2001,23-03-2001,INTE0100107A,,225
,Inondations et/ou Coulées de Boue,12-02-2001,23-02-2001,INTE0100059A,,239
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",12-02-2001,23-02-2001,INTE0100048A,,357
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",27-12-2000,29-12-2000,INTE0000771A,,234
,Inondations et/ou Coulées de Boue,21-12-2000,22-12-2000,INTE0000791A,,235
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",19-12-2000,29-12-2000,INTE0000770A,,236
,"Effondrement et/ou Affaisement, Inondations et/ou Coulées de Boue, Mouvement de Terrain",30-11-2000,17-12-2000,INTE0000693A,,232
,"Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe",06-11-2000,22-11-2000,INTE0000626A,,230
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue",25-10-2000,15-11-2000,INTE0000591A,,231
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Mouvement de Terrain",25-09-2000,07-10-2000,INTE0000522A,,229
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",03-08-2000,23-08-2000,INTE0000391A,,228
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",21-07-2000,01-08-2000,INTE0000364A,,227
,Inondations et/ou Coulées de Boue,14-06-2000,21-06-2000,INTE0000309A,,226
,Mouvement de Terrain,08-06-2000,23-06-2000,INTE0000279A,,290
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Mouvement de Terrain",06-06-2000,23-06-2000,INTE0000278A,,224
,Inondations et/ou Coulées de Boue,17-05-2000,04-06-2000,INTE0000242A,,223
,"Chocs Mécaniques liés à l'action des Vagues, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",02-05-2000,19-05-2000,INTE0000225A,,215
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",14-04-2000,28-04-2000,INTE0000173A,,222
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Mouvement de Terrain",03-03-2000,19-03-2000,INTE0000117A,,221
,Chocs Mécaniques liés à l'action des Vagues,14-02-2000,03-03-2000,INTE0000044A,,219
,Inondations et/ou Coulées de Boue,07-02-2000,26-02-2000,INTE0000045A,,220
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",28-01-2000,11-02-2000,INTE9900614A,,217
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Mouvement de Terrain",29-12-1999,30-12-1999,INTE9900627A,,218
,"Avalanche, Chocs Mécaniques liés à l'action des Vagues, Glissement de Terrain, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe",29-11-1999,04-12-1999,INTE9900488A,,212
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",17-11-1999,18-11-1999,INTE9900544A,,216
,"Avalanche, Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Inondations et/ou Coulées de Boue, Secousse Sismique",29-09-1999,20-10-1999,INTE9900444A,,197
,"Avalanche, Inondations et/ou Coulées de Boue, Sécheresse, Secousse Sismique",21-07-1999,24-08-1999,INTE9900346A,,213
,"Avalanche, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse, Secousse Sismique",22-06-1999,14-07-1999,INTE9900304A,,211
,"Avalanche, Effondrement et/ou Affaisement, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",19-05-1999,05-06-1999,INTE9900216A,,210
,"Effondrement et/ou Affaisement, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",16-04-1999,02-05-1999,INTE9900161A,,200
,Inondations et/ou Coulées de Boue,14-04-1999,02-05-1999,INTE9900148A,,209
,"Avalanche, Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",19-03-1999,03-04-1999,INTE9900124A,,201
,Inondations et/ou Coulées de Boue,05-03-1999,24-03-1999,INTE9900088A,,207
,"Eboulement et/ou Chute de Blocs, Inondations et/ou Coulées de Boue, Sécheresse",23-02-1999,10-03-1999,INTE9900087A,,208
,"Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse",21-01-1999,05-02-1999,INTE9900026A,,206
,"Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse",29-12-1998,13-01-1999,INTE9800515A,,205
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse",19-11-1998,11-12-1998,INTE9800443A,,202
,"Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",22-10-1998,13-11-1998,INTE9800404A,,204
,"Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse",18-09-1998,03-10-1998,INTE9800356A,,203
,"Chocs Mécaniques liés à l'action des Vagues, Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse",10-08-1998,22-08-1998,INTE9800324A,,196
,"Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse",15-07-1998,29-07-1998,INTE9800288A,,199
,"Avalanche, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse",12-06-1998,01-07-1998,INTE9800231A,,194
,"Chocs Mécaniques liés à l'action des Vagues, Coulée de Boue, Eboulement et/ou Chute de Blocs, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",26-05-1998,11-06-1998,INTE9800200A,,198
,"Chocs Mécaniques liés à l'action des Vagues, Coulée de Boue, Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse, Secousse Sismique",09-04-1998,23-04-1998,INTE9800135A,,195
,"Chocs Mécaniques liés à l'action des Vagues, Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse, Secousse Sismique",12-03-1998,28-03-1998,INTE9800067A,,188
,"Chocs Mécaniques liés à l'action des Vagues, Coulée de Boue, Effondrement et/ou Affaisement, Inondations et/ou Coulées de Boue, Lave Torrentielle, Sécheresse",02-02-1998,18-02-1998,INTE9800027A,,190
,Inondations et/ou Coulées de Boue,23-12-1997,03-01-1998,INTE9700557A,,192
,"Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Lave Torrentielle, Sécheresse",17-12-1997,30-12-1997,INTE9700555A,,193
,Inondations et/ou Coulées de Boue,09-11-1997,30-11-1997,INTE9700485A,,191
,"Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Sécheresse, Secousse Sismique",03-11-1997,16-11-1997,INTE9700484A,,187
,"Chocs Mécaniques liés à l'action des Vagues, Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse, Secousse Sismique",19-09-1997,11-10-1997,INTE9700395A,,189
,"Avalanche, Chocs Mécaniques liés à l'action des Vagues, Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse, Secousse Sismique",08-07-1997,19-07-1997,INTE9700269A,,186
,Inondations et/ou Coulées de Boue,01-07-1997,09-07-1997,INTE9700281A,,185
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse",28-05-1997,01-06-1997,INTE9700212A,,184
,"Avalanche, Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse, Secousse Sismique",12-05-1997,25-05-1997,INTE9700188A,,181
,"Avalanche, Eboulement et/ou Chute de Blocs, Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse, Secousse Sismique",24-03-1997,12-04-1997,INTE9700100A,,178
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse, Secousse Sismique",11-02-1997,23-02-1997,INTE9700056A,,183
,"Chocs Mécaniques liés à l'action des Vagues, Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse, Secousse Sismique",21-01-1997,05-02-1997,INTE9600559A,,182
,Inondations et/ou Coulées de Boue,23-12-1996,09-01-1997,INTE9600523A,,179
,"Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse, Secousse Sismique",09-12-1996,20-12-1996,INTE9600522A,,180
,Inondations et/ou Coulées de Boue,03-10-1996,17-10-1996,INTE9600422A,,176
,"Chocs Mécaniques liés à l'action des Vagues, Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Glissement et Eboulement Rocheux, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse, Secousse Sismique",01-10-1996,17-10-1996,INTE9600421A,,177
,"Chocs Mécaniques liés à l'action des Vagues, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse, Secousse Sismique",17-07-1996,04-09-1996,INTE9600301A,,174
,Inondations et/ou Coulées de Boue,04-07-1996,17-07-1996,INTE9600278A,,175
,"Chocs Mécaniques liés à l'action des Vagues, Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse",17-06-1996,09-07-1996,INTE9600255A,,173
,"Chocs Mécaniques liés à l'action des Vagues, Eboulement et/ou Chute de Blocs, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse, Secousse Sismique",03-04-1996,17-04-1996,INTE9600137A,,168
,"Chocs Mécaniques liés à l'action des Vagues, Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",18-03-1996,17-04-1996,INTE9600091A,,133
,Inondations et/ou Coulées de Boue,20-02-1996,23-03-1996,INTE9600038A,,172
,Inondations et/ou Coulées de Boue,02-02-1996,03-02-1996,INTE9600054A,,170
,"Avalanche, Chocs Mécaniques liés à l'action des Vagues, Eboulement et/ou Chute de Blocs, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse",02-02-1996,14-02-1996,INTE9600039A,,171
,"Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse, Secousse Sismique",08-01-1996,28-01-1996,INTE9500748A,,169
,"Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse, Secousse Sismique",26-12-1995,07-01-1996,INTE9500699A,,167
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Mouvement de Terrain",06-11-1995,10-12-1995,INTE9500588A,,166
,"Avalanche, Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse, Secousse Sismique",24-10-1995,31-10-1995,INTE9500587A,,164
,"Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse",28-09-1995,15-10-1995,INTE9500497A,,160
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Mouvement de Terrain",19-09-1995,23-09-1995,INTE9500510A,,165
,"Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse, Secousse Sismique",18-08-1995,08-09-1995,INTE9500410A,,159
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse, Secousse Sismique",28-07-1995,09-09-1995,INTE9500338A,,157
,"Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse, Secousse Sismique",18-07-1995,03-08-1995,INTE9500304A,,163
,"Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Sécheresse, Secousse Sismique",03-05-1995,07-05-1995,INTE9500219A,,150
,"Eboulement et/ou Chute de Blocs, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",20-04-1995,06-05-1995,INTE9500169A,,156
,"Avalanche, Eboulement et/ou Chute de Blocs, Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",03-03-1995,17-03-1995,INTE9500104A,,158
,"Effondrement et/ou Affaisement, Glissement de Terrain, Inondations et/ou Coulées de Boue",21-02-1995,24-02-1995,INTE9500103A,,162
,Inondations et/ou Coulées de Boue,06-02-1995,08-02-1995,INTE9500070A,,161
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",12-01-1995,31-01-1995,INTE9400642A,,155
,Inondations et/ou Coulées de Boue,06-12-1994,17-12-1994,INTE9400582A,,154
,Inondations et/ou Coulées de Boue,24-11-1994,02-12-1994,INTE9400581A,,153
